timestamp_s,ax,ay,az,gx,gy,gz,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_mps,speed_kmh,heading_deg
0.16,-0.1068,1.1204,10.0144,-0.00146,-0.00347,-0.00128,0.0,0.023,0.0,0.0,0.255,0.004,0.255,0.92,0.0
0.17,-0.126,1.6254,10.1542,0.00413,0.00682,0.00142,0.0,0.026,0.0,0.0,0.27,0.004,0.27,0.97,0.0
0.18,0.2549,1.5667,9.7999,-0.0095,0.00308,-0.00324,0.0,0.029,0.0,0.0,0.285,0.004,0.285,1.03,0.0
0.19,0.3525,1.4266,9.7982,-0.00302,0.00571,-0.00264,0.0,0.032,0.0,0.0,0.3,0.005,0.3,1.08,0.0
0.2,-0.2947,1.5734,10.1479,0.00519,0.00481,-0.00078,0.0,0.035,0.001,0.0,0.315,0.005,0.315,1.13,0.0
0.21,0.1769,1.0953,10.2576,0.00545,0.00416,0.00443,0.0,0.038,0.001,0.0,0.33,0.005,0.33,1.19,0.0
0.22,0.1154,1.6074,9.5664,0.00182,-0.00338,0.00175,0.0,0.041,0.001,0.0,0.345,0.005,0.345,1.24,0.0
0.23,-0.0164,1.1931,9.838,-0.0001,0.00179,-0.00277,0.0,0.045,0.001,0.0,0.36,0.006,0.36,1.3,0.0
0.24,0.3666,1.6402,9.6307,0.00116,0.00086,-0.00014,0.0,0.049,0.001,0.0,0.375,0.006,0.375,1.35,0.0
0.25,-0.3437,1.3849,9.3012,-0.00216,0.0031,-0.00129,0.0,0.053,0.001,0.0,0.39,0.006,0.39,1.4,0.0
0.26,-0.2098,1.5918,10.5393,-0.00038,0.00074,-0.00655,0.0,0.057,0.001,0.0,0.405,0.006,0.405,1.46,0.0
0.27,0.3286,1.5881,9.8745,0.00113,-0.00403,-0.00736,0.0,0.061,0.001,0.0,0.42,0.007,0.42,1.51,0.0
0.28,-0.0413,1.57,9.4927,0.00564,-0.00522,-0.00235,0.0,0.065,0.001,0.0,0.435,0.007,0.435,1.57,0.0
0.29,-0.4607,1.4945,9.5362,-0.00129,0.00131,0.0036,0.0,0.07,0.001,0.0,0.45,0.007,0.45,1.62,0.0
0.3,-0.2449,1.1968,9.4776,0.00336,-0.00543,0.00162,0.0,0.074,0.001,0.0,0.465,0.007,0.465,1.67,0.0
0.31,-0.5056,1.38,10.0812,0.00315,-0.00647,-0.00229,0.0,0.079,0.001,0.0,0.48,0.008,0.48,1.73,0.0
0.32,0.2224,1.1722,10.6111,0.00749,-0.00466,0.00071,0.0,0.084,0.001,0.0,0.495,0.008,0.495,1.78,0.0
0.33,0.2328,1.355,9.6251,0.00421,-0.00642,-0.01197,0.0,0.089,0.001,0.0,0.51,0.008,0.51,1.84,0.0
0.34,0.0154,1.6921,10.1264,-0.00396,0.00293,-0.00662,0.0,0.095,0.001,0.0,0.525,0.008,0.525,1.89,0.0
0.35,-0.275,1.6258,10.3592,0.00389,-0.00521,0.00687,0.0,0.1,0.002,0.0,0.54,0.009,0.54,1.94,0.0
0.36,-0.4002,1.7131,9.9941,0.00713,0.00499,0.00388,0.0,0.105,0.002,0.0,0.555,0.009,0.555,2.0,0.0
0.37,-0.0317,1.4662,10.1659,-0.00237,-0.00681,-0.00069,0.0,0.111,0.002,0.0,0.57,0.009,0.57,2.05,0.0
0.38,-0.1654,1.694,10.0178,0.0085,-0.00508,-0.00896,0.0,0.117,0.002,0.0,0.585,0.009,0.585,2.11,0.0
0.39,0.0769,1.439,9.8417,-9e-05,0.00429,-0.00496,0.0,0.123,0.002,0.0,0.6,0.01,0.6,2.16,0.0
0.4,0.1968,1.6859,9.3671,0.00018,-0.00355,0.00666,0.0,0.129,0.002,0.0,0.615,0.01,0.615,2.21,0.0
0.41,-0.0554,1.3499,9.8639,0.01133,0.00154,0.00264,0.0,0.135,0.002,0.0,0.63,0.01,0.63,2.27,0.0
0.42,0.3722,1.4601,9.5267,-2e-05,-0.01131,0.00118,0.0,0.142,0.002,0.0,0.645,0.01,0.645,2.32,0.0
0.43,0.0992,1.6232,9.5347,-0.0002,-0.00231,0.0043,0.0,0.149,0.002,0.0,0.66,0.011,0.66,2.38,0.0
0.44,-0.2956,1.3626,9.8071,0.00277,-0.00963,-0.0026,0.0,0.155,0.002,0.0,0.675,0.011,0.675,2.43,0.0
0.45,0.4503,1.5526,9.6118,-0.00258,0.00563,-0.00027,0.0,0.162,0.003,0.0,0.69,0.011,0.69,2.48,0.0
0.46,0.0382,1.7761,10.2184,0.00266,0.00294,-0.00131,0.0,0.169,0.003,0.0,0.705,0.011,0.705,2.54,0.0
0.47,0.41,1.7251,10.2111,-0.0058,0.00713,-0.00241,0.0,0.176,0.003,0.0,0.72,0.012,0.72,2.59,0.0
0.48,-0.383,1.6675,9.5775,-0.00075,-0.00037,0.00282,0.0,0.184,0.003,0.0,0.735,0.012,0.735,2.65,0.0
0.49,0.0507,1.712,9.5355,-0.00024,-0.00759,0.00222,0.0,0.191,0.003,0.0,0.75,0.012,0.75,2.7,0.0
0.5,0.0601,1.4743,9.812,0.00652,-0.00214,-0.00349,0.0,0.199,0.003,0.0,0.765,0.012,0.765,2.75,0.0
0.51,-0.3732,1.6869,9.7611,0.0062,0.01059,0.00931,0.0,0.207,0.003,0.0,0.78,0.013,0.78,2.81,0.0
0.52,0.4744,1.4568,9.2385,-0.01156,-0.00254,-0.00051,0.0,0.215,0.003,0.0,0.795,0.013,0.795,2.86,0.0
0.53,0.3817,1.1532,9.369,-0.00805,-0.00161,8e-05,0.0,0.223,0.004,0.0,0.81,0.013,0.81,2.92,0.0
0.54,-0.0968,1.2619,9.3384,0.00395,0.00393,-0.00073,0.0,0.231,0.004,0.0,0.825,0.013,0.825,2.97,0.0
0.55,-0.1035,1.5683,10.5983,0.01134,-0.00136,0.00096,0.0,0.239,0.004,0.0,0.84,0.014,0.84,3.02,0.0
0.56,0.0643,1.447,9.7066,-0.01009,0.00682,0.00065,0.0,0.248,0.004,0.0,0.855,0.014,0.855,3.08,0.0
0.57,0.0885,1.5393,9.4684,2e-05,0.00697,-0.00285,0.0,0.257,0.004,0.0,0.87,0.014,0.87,3.13,0.0
0.58,0.1196,1.513,10.3663,0.00666,-0.00144,0.00181,0.0,0.266,0.004,0.0,0.885,0.014,0.885,3.19,0.0
0.59,-0.0481,1.1564,10.1508,0.00209,-0.00225,-0.00357,0.0,0.275,0.004,0.0,0.9,0.015,0.9,3.24,0.0
0.6,-0.2387,1.4263,10.1805,-0.00353,0.00426,0.00137,0.0,0.284,0.005,0.0,0.915,0.015,0.915,3.29,0.0
0.61,0.1065,1.4318,9.3769,-0.00171,-0.00528,-0.00186,0.0,0.293,0.005,0.0,0.93,0.015,0.93,3.35,0.0
0.62,-0.0888,1.7999,9.379,0.00309,0.00498,-0.00086,0.0,0.302,0.005,0.0,0.945,0.015,0.945,3.4,0.0
0.63,-0.0253,1.036,10.0349,0.00072,-0.00779,0.00611,0.0,0.312,0.005,0.0,0.96,0.015,0.96,3.46,0.0
0.64,0.1592,1.6688,9.9441,0.0063,0.00124,-0.01215,0.0,0.322,0.005,0.0,0.975,0.016,0.975,3.51,0.0
0.65,0.1273,1.799,9.6399,-0.0048,0.00035,0.00425,0.0,0.332,0.005,0.0,0.99,0.016,0.99,3.56,0.0
0.66,-0.0787,1.5701,10.0514,-0.00201,-0.0118,-0.00081,0.0,0.342,0.005,0.0,1.005,0.016,1.005,3.62,0.0
0.67,0.0284,1.6833,9.601,0.00255,0.00067,0.00385,0.0,0.352,0.006,0.0,1.02,0.016,1.02,3.67,0.0
0.68,-0.1624,1.8355,9.3421,-0.00177,-0.00554,-0.0056,0.0,0.362,0.006,0.0,1.035,0.017,1.035,3.73,0.0
0.69,0.0123,1.5873,9.9406,-0.002,-0.0025,-0.00912,0.0,0.373,0.006,0.0,1.05,0.017,1.05,3.78,0.0
0.7,-0.2668,1.4651,9.6756,0.00969,-0.00463,0.00793,0.0,0.383,0.006,0.0,1.065,0.017,1.065,3.83,0.0
0.71,0.2933,1.391,9.7754,-0.00269,-0.00645,-0.0033,0.0,0.394,0.006,0.0,1.08,0.017,1.08,3.89,0.0
0.72,-0.2118,1.2522,9.5224,0.00096,0.00955,0.00197,0.0,0.405,0.006,0.0,1.095,0.018,1.095,3.94,0.0
0.73,-0.3315,1.6049,9.2575,-0.00896,0.00266,-0.00558,0.0,0.416,0.007,0.0,1.11,0.018,1.11,4.0,0.0
0.74,-0.0703,1.6543,9.3378,-0.01354,0.00283,0.00148,0.0,0.428,0.007,0.0,1.125,0.018,1.125,4.05,0.0
0.75,0.3101,1.4181,9.2218,-0.00029,-0.00525,-0.0,0.0,0.439,0.007,0.0,1.14,0.018,1.14,4.1,0.0
0.76,0.4858,1.1802,9.5627,-0.00468,0.01013,-0.00344,0.0,0.45,0.007,0.0,1.155,0.019,1.155,4.16,0.0
0.77,-0.1211,1.3861,10.1058,0.00459,-0.00125,0.00627,0.0,0.462,0.007,0.0,1.17,0.019,1.17,4.21,0.0
0.78,0.2264,1.7151,9.2455,-0.00065,-0.00938,-0.00179,0.0,0.474,0.008,0.0,1.185,0.019,1.185,4.27,0.0
0.79,-0.0744,1.8225,9.6905,-0.00328,0.00969,-0.00122,0.0,0.486,0.008,0.0,1.2,0.019,1.2,4.32,0.0
0.8,0.0252,1.5485,9.7396,-0.00262,0.00483,-0.00681,0.0,0.498,0.008,0.0,1.215,0.019,1.215,4.37,0.0
0.81,-0.1253,1.58,9.8909,0.0069,0.00632,-0.00026,0.0,0.51,0.008,0.0,1.23,0.02,1.23,4.43,0.0
0.82,0.0412,1.3145,9.2343,-0.00314,-0.00545,-0.00148,0.0,0.523,0.008,0.0,1.245,0.02,1.245,4.48,0.0
0.83,0.0457,1.5657,9.718,0.00489,-0.00162,0.00385,0.0,0.536,0.009,0.0,1.26,0.02,1.26,4.54,0.0
0.84,-0.3304,1.5389,9.9066,0.00626,-0.00915,-0.00117,0.0,0.548,0.009,0.0,1.275,0.02,1.275,4.59,0.0
0.85,-0.1309,1.5535,9.6573,-0.00144,0.01023,-0.00571,0.0,0.561,0.009,0.0,1.29,0.021,1.29,4.64,0.0
0.86,0.3996,1.704,9.151,0.00256,-0.00241,0.00076,0.0,0.574,0.009,0.0,1.305,0.021,1.305,4.7,0.0
0.87,0.0683,1.5276,9.3175,0.0015,-0.00247,-0.00032,0.0,0.587,0.009,0.0,1.32,0.021,1.32,4.75,0.0
0.88,0.0902,1.6811,9.8966,0.00223,-0.00479,-0.00409,0.0,0.601,0.01,0.0,1.335,0.021,1.335,4.81,0.0
0.89,-0.1416,1.4506,9.5654,0.00621,0.00115,-0.00387,0.0,0.614,0.01,0.0,1.35,0.022,1.35,4.86,0.0
0.9,0.2774,1.6591,9.6235,0.00039,-0.00361,0.00467,0.0,0.628,0.01,0.0,1.365,0.022,1.365,4.91,0.0
0.91,0.1901,1.1382,10.5664,-0.00746,-0.00229,-0.00422,0.0,0.642,0.01,0.0,1.38,0.022,1.38,4.97,0.0
0.92,0.2685,1.85,9.3922,0.00468,0.00138,-0.00031,0.0,0.656,0.011,0.0,1.395,0.022,1.395,5.02,0.0
0.93,0.0478,1.3327,9.9657,0.00072,0.00272,-0.00788,0.0,0.67,0.011,0.0,1.41,0.022,1.41,5.08,0.0
0.94,-0.1059,1.4961,9.3487,0.00364,0.00049,-0.00258,0.0,0.684,0.011,0.0,1.425,0.023,1.425,5.13,0.0
0.95,-0.1305,1.2555,9.5273,0.00214,-0.00586,0.00187,0.0,0.698,0.011,0.0,1.44,0.023,1.44,5.18,0.0
0.96,-0.3183,1.2393,9.7133,0.01013,-0.00495,-0.00927,0.0,0.713,0.011,0.0,1.455,0.023,1.455,5.24,0.0
0.97,0.3685,1.5061,9.8825,-0.00589,-0.00252,0.00067,0.0,0.728,0.012,0.0,1.47,0.023,1.47,5.29,0.0
0.98,-0.1732,1.3866,10.126,-0.00043,-0.00352,0.00023,0.0,0.742,0.012,0.0,1.485,0.024,1.485,5.35,0.0
0.99,-0.0301,1.1798,9.8997,0.00331,0.00103,-0.0103,0.0,0.758,0.012,0.0,1.5,0.024,1.5,5.4,0.0
1.0,0.1672,1.6203,9.7163,-0.00162,0.00128,0.00586,0.0,0.773,0.012,0.0,1.515,0.024,1.515,5.45,0.0
1.01,-0.132,1.3434,9.6719,0.00426,-0.00705,0.00485,0.0,0.788,0.013,0.0,1.53,0.024,1.53,5.51,0.0
1.02,-0.0138,1.103,9.0206,-0.0028,0.00826,0.00263,0.0,0.803,0.013,0.0,1.545,0.024,1.545,5.56,0.0
1.03,0.4572,1.4334,10.221,0.00734,0.00345,-0.00946,0.0,0.819,0.013,0.0,1.56,0.025,1.56,5.62,0.0
1.04,0.4734,1.8264,9.3251,-0.00949,-0.00592,0.00062,0.0,0.835,0.013,0.0,1.575,0.025,1.575,5.67,0.0
1.05,-0.1014,1.5711,9.7327,-0.00033,0.00522,0.00434,0.0,0.851,0.014,0.0,1.59,0.025,1.59,5.72,0.0
1.06,-0.1969,1.7986,10.0577,-0.00362,-0.00294,-0.00068,0.0,0.867,0.014,0.0,1.605,0.025,1.605,5.78,0.0
1.07,-0.0309,1.5109,9.6793,0.00849,-0.00676,-0.00212,0.0,0.883,0.014,0.0,1.62,0.025,1.62,5.83,0.0
1.08,-0.5045,1.761,9.5194,-0.0018,-0.00525,-0.00625,0.0,0.899,0.014,0.0,1.635,0.026,1.635,5.89,0.0
1.09,-0.2744,1.3749,10.4616,-0.00013,-0.00094,-0.01003,0.0,0.916,0.015,0.0,1.65,0.026,1.65,5.94,0.0
1.1,-0.0046,1.5066,9.4262,-0.00693,-0.00779,0.00195,0.0,0.932,0.015,0.0,1.665,0.026,1.665,5.99,0.0
1.11,-0.1206,1.7803,10.0717,0.00685,-0.00129,0.0009,0.0,0.949,0.015,0.0,1.68,0.026,1.68,6.05,0.0
1.12,-0.4309,1.5492,9.7539,-0.00309,-0.00442,-0.00174,0.0,0.966,0.015,0.0,1.695,0.027,1.695,6.1,0.0
1.13,-0.1706,1.2798,10.307,0.00375,0.00252,-0.00162,0.0,0.983,0.016,0.0,1.71,0.027,1.71,6.16,0.0
1.14,0.1412,1.4858,10.0518,-0.00118,-0.00515,0.00557,0.0,1.0,0.016,0.0,1.725,0.027,1.725,6.21,0.0
1.15,-0.5234,1.8384,9.6324,0.00109,0.00035,-0.00328,0.0,1.018,0.016,0.0,1.74,0.027,1.74,6.26,0.0
1.16,-0.0469,1.6361,10.4879,0.01088,0.0028,-0.00523,0.0,1.035,0.016,0.0,1.755,0.027,1.755,6.32,0.0
1.17,0.29,1.5429,9.9015,-0.00334,0.00056,0.00176,0.0,1.053,0.017,0.0,1.77,0.028,1.77,6.37,0.0
1.18,-0.3709,1.3233,10.1577,-0.00078,0.00523,-0.00206,0.0,1.071,0.017,0.0,1.785,0.028,1.785,6.43,0.0
1.19,0.3118,1.5585,9.5012,-0.00061,-0.00705,0.00186,0.0,1.089,0.017,0.0,1.8,0.028,1.8,6.48,0.0
1.2,0.4295,1.1564,9.6505,0.00554,0.0004,0.00262,0.0,1.107,0.018,0.0,1.815,0.028,1.815,6.53,0.0
1.21,0.0927,1.1149,9.7868,-0.00156,-0.00856,0.00756,0.0,1.125,0.018,0.0,1.83,0.028,1.83,6.59,0.0
1.22,-0.0299,1.6164,9.5932,-0.00884,-0.00393,0.00568,0.0,1.144,0.018,0.0,1.845,0.029,1.845,6.64,0.0
1.23,0.078,1.6246,10.041,-0.00085,-0.00346,-0.00238,0.0,1.162,0.018,0.0,1.86,0.029,1.86,6.7,0.0
1.24,0.3616,1.7069,9.571,-0.00397,0.00943,0.00462,0.0,1.181,0.019,0.0,1.875,0.029,1.875,6.75,0.0
1.25,0.0276,1.219,9.6828,-0.00758,0.00592,0.00605,0.0,1.2,0.019,0.0,1.89,0.029,1.89,6.8,0.0
1.26,0.5118,1.5875,9.715,0.00063,0.00133,0.00945,0.0,1.219,0.019,0.0,1.905,0.029,1.905,6.86,0.0
1.27,0.3028,1.5066,9.207,-0.00159,0.00852,0.00085,0.0,1.238,0.02,0.0,1.92,0.03,1.92,6.91,0.0
1.28,-0.1323,1.6578,9.5713,0.00902,0.00367,-0.00014,0.0,1.258,0.02,0.0,1.935,0.03,1.935,6.97,0.0
1.29,0.0804,1.5121,9.6152,0.00959,-0.00184,0.00078,0.0,1.277,0.02,0.0,1.95,0.03,1.95,7.02,0.0
1.3,-0.3263,1.3585,9.4299,-0.00362,-0.00149,-0.00565,0.0,1.297,0.021,0.0,1.965,0.03,1.965,7.07,0.0
1.31,-0.2624,1.6908,9.7043,0.00174,0.0006,7e-05,0.0,1.317,0.021,0.0,1.98,0.03,1.98,7.13,0.0
1.32,0.4049,1.4117,9.6973,-0.00325,0.00909,0.00051,0.0,1.337,0.021,0.0,1.995,0.031,1.995,7.18,0.0
1.33,-0.123,1.4896,9.8983,0.00232,-0.00759,0.00293,0.0,1.357,0.021,0.0,2.01,0.031,2.01,7.24,0.0
1.34,-0.1071,1.6833,10.4879,0.00044,0.00347,-0.00276,0.0,1.377,0.022,0.0,2.025,0.031,2.025,7.29,0.0
1.35,0.3138,1.5559,9.9755,0.00072,0.00046,0.00714,0.0,1.397,0.022,0.0,2.04,0.031,2.04,7.34,0.0
1.36,-0.1629,1.3627,10.1991,0.00602,-0.00806,-0.00805,0.0,1.418,0.022,0.0,2.055,0.031,2.055,7.4,0.0
1.37,0.0666,1.4792,10.06,-0.00652,-0.00355,-0.00104,0.0,1.439,0.023,0.0,2.07,0.032,2.07,7.45,0.0
1.38,-0.0675,1.6845,9.4537,0.00116,-0.0006,-0.00112,0.0,1.459,0.023,0.0,2.085,0.032,2.085,7.51,0.0
1.39,-0.1985,1.2338,10.3313,-0.0078,0.00242,0.00197,0.0,1.48,0.023,0.0,2.1,0.032,2.1,7.56,0.0
1.4,-0.311,1.6968,10.2698,0.00346,-0.00059,0.00872,0.0,1.502,0.024,0.0,2.115,0.032,2.115,7.61,0.0
1.41,-0.591,1.5973,9.7304,-0.00782,0.00042,-0.00226,0.0,1.523,0.024,0.0,2.13,0.032,2.13,7.67,0.0
1.42,0.1899,1.5238,9.8741,-0.00315,0.00724,-0.00255,0.0,1.544,0.024,0.0,2.145,0.033,2.145,7.72,0.0
1.43,-0.3149,1.4043,9.3897,-0.0006,-0.0038,0.00017,0.0,1.566,0.025,0.0,2.16,0.033,2.16,7.78,0.0
1.44,-0.1373,1.5355,9.7956,0.00921,0.00019,0.00198,0.0,1.588,0.025,0.0,2.175,0.033,2.175,7.83,0.0
1.45,0.1453,1.3677,10.1815,0.00306,-0.00826,-0.00616,0.0,1.61,0.025,0.0,2.19,0.033,2.19,7.88,0.0
1.46,-0.0808,1.4025,9.4711,0.00677,-0.00281,-0.00012,0.0,1.632,0.026,0.0,2.205,0.033,2.205,7.94,0.0
1.47,-0.1539,1.3049,10.2123,0.00794,0.00234,-0.00042,0.0,1.654,0.026,0.0,2.22,0.034,2.22,7.99,0.0
1.48,-0.2644,1.4878,10.0684,0.00467,0.00338,-0.00478,0.0,1.676,0.026,0.0,2.235,0.034,2.235,8.05,0.0
1.49,-0.4263,1.3059,10.3948,0.00934,-0.00414,-0.00056,0.0,1.699,0.027,0.0,2.25,0.034,2.25,8.1,0.0
1.5,-0.1564,1.5837,10.2178,0.00753,0.00217,0.00128,0.0,1.721,0.027,0.0,2.265,0.034,2.265,8.15,0.0
1.51,0.2679,1.8205,9.2966,-0.00737,-0.0001,-0.0001,0.0,1.744,0.027,0.0,2.28,0.034,2.28,8.21,0.0
1.52,0.1317,1.3338,9.6391,0.00412,-7e-05,0.00502,0.0,1.767,0.028,0.0,2.295,0.034,2.295,8.26,0.0
1.53,-0.2056,1.2904,9.5792,0.00246,-0.00373,-0.00732,0.0,1.79,0.028,0.0,2.31,0.035,2.31,8.32,0.0
1.54,0.1998,1.6298,9.6016,0.00332,-0.00592,0.00283,0.0,1.813,0.028,0.0,2.325,0.035,2.325,8.37,0.0
1.55,-0.2917,1.6877,9.8815,-0.00213,-0.00119,-0.00026,0.0,1.837,0.029,0.0,2.34,0.035,2.34,8.42,0.0
1.56,0.1084,1.8635,9.497,-0.00342,0.00574,0.0009,0.0,1.86,0.029,0.0,2.355,0.035,2.355,8.48,0.0
1.57,0.0561,1.5036,9.5231,-0.00403,0.00239,0.00711,0.0,1.884,0.029,0.0,2.37,0.035,2.37,8.53,0.0
1.58,0.0285,1.3765,10.4079,-0.00319,-0.00057,0.00428,0.0,1.908,0.03,0.0,2.385,0.036,2.385,8.59,0.0
1.59,0.3188,1.632,9.1518,0.00038,0.00362,0.00037,0.0,1.932,0.03,0.0,2.4,0.036,2.4,8.64,0.0
1.6,0.2725,1.5094,9.4651,0.00851,0.0037,-0.00461,0.0,1.956,0.031,0.0,2.415,0.036,2.415,8.69,0.0
1.61,0.0485,1.8277,8.7273,0.00474,0.00624,-0.00182,0.0,1.98,0.031,0.0,2.43,0.036,2.43,8.75,0.0
1.62,-0.0548,1.7297,9.668,-0.0006,-0.00301,0.0056,0.0,2.005,0.031,0.0,2.445,0.036,2.445,8.8,0.0
1.63,0.1087,1.2505,10.2295,-0.0001,-0.00129,-0.00123,0.0,2.029,0.032,0.0,2.46,0.036,2.46,8.86,0.0
1.64,-0.0114,1.2188,9.8,0.00411,-0.00372,-0.0018,0.0,2.054,0.032,0.0,2.475,0.037,2.475,8.91,0.0
1.65,-0.0478,1.4488,9.4269,-0.00599,0.00097,-0.00135,0.0,2.079,0.032,0.0,2.49,0.037,2.49,8.96,0.0
1.66,0.0832,1.5708,9.9632,0.00186,-0.00031,0.00293,0.0,2.104,0.033,0.0,2.505,0.037,2.505,9.02,0.0
1.67,0.0642,1.5126,10.4651,0.00022,0.00956,-0.0043,0.0,2.129,0.033,0.0,2.52,0.037,2.52,9.07,0.0
1.68,0.1256,1.4505,9.8444,-0.00632,-0.00326,0.00053,0.0,2.155,0.033,0.0,2.535,0.037,2.535,9.13,0.0
1.69,-0.0293,1.0864,10.2134,-0.00395,-0.00411,0.00242,0.0,2.18,0.034,0.0,2.55,0.037,2.55,9.18,0.0
1.7,0.2873,1.1251,9.0736,0.00226,-0.00278,0.00073,0.0,2.206,0.034,0.0,2.565,0.038,2.565,9.23,0.0
1.71,-0.2986,1.4873,10.0007,-0.0068,0.00134,0.00109,0.0,2.232,0.035,0.0,2.58,0.038,2.58,9.29,0.0
1.72,0.3428,1.5475,10.178,0.00876,0.00522,0.00679,0.0,2.258,0.035,0.0,2.595,0.038,2.595,9.34,0.0
1.73,-0.3194,1.6652,9.5407,0.00559,0.00442,0.00276,0.0,2.284,0.035,0.0,2.61,0.038,2.61,9.4,0.0
1.74,-0.0003,1.4944,9.4009,0.00031,0.00292,0.00585,0.0,2.31,0.036,0.0,2.625,0.038,2.625,9.45,0.0
1.75,0.3016,1.4349,10.3927,0.00125,-0.00323,-0.00177,0.0,2.336,0.036,0.0,2.64,0.038,2.64,9.5,0.0
1.76,0.4369,1.8622,10.1732,0.00839,-0.00617,0.00424,0.0,2.363,0.036,0.0,2.655,0.039,2.655,9.56,0.0
1.77,0.0165,1.6573,9.3847,0.00027,0.00785,0.00336,0.0,2.39,0.037,0.0,2.67,0.039,2.67,9.61,0.0
1.78,0.1013,1.4067,9.6046,-0.01043,-0.00556,-0.00212,0.0,2.416,0.037,0.0,2.685,0.039,2.685,9.67,0.0
1.79,-0.0778,1.7095,9.2904,0.00075,0.00515,0.00708,0.0,2.443,0.038,0.0,2.7,0.039,2.7,9.72,0.0
1.8,0.2278,1.6232,10.0237,-0.00197,0.00456,-0.00685,0.0,2.471,0.038,0.0,2.715,0.039,2.715,9.77,0.0
1.81,-0.547,1.5043,9.1972,-0.00304,0.00146,0.00183,0.0,2.498,0.038,0.0,2.73,0.039,2.73,9.83,0.0
1.82,-0.0668,1.2213,10.0889,0.00198,0.00396,-0.0002,0.0,2.525,0.039,0.0,2.745,0.039,2.745,9.88,0.0
1.83,-0.1627,1.5553,9.867,-0.00656,-0.0026,-0.00151,0.0,2.553,0.039,0.0,2.76,0.04,2.76,9.94,0.0
1.84,0.1394,1.774,9.5647,0.00511,-0.0051,0.0054,0.0,2.581,0.04,0.0,2.775,0.04,2.775,9.99,0.0
1.85,-0.3353,1.472,9.1262,-0.00343,0.00117,-0.00447,0.0,2.609,0.04,0.0,2.79,0.04,2.79,10.04,0.0
1.86,0.346,1.6008,9.4499,-0.00117,0.00267,-0.00269,0.0,2.637,0.04,0.0,2.805,0.04,2.805,10.1,0.0
1.87,0.0054,1.1467,10.2544,0.00799,-0.00589,-0.00821,0.0,2.665,0.041,0.0,2.82,0.04,2.82,10.15,0.0
1.88,0.0866,1.5588,9.7296,0.00626,-0.00065,0.00021,0.0,2.693,0.041,0.0,2.835,0.04,2.835,10.21,0.0
1.89,-0.1194,1.6103,9.6154,-0.0025,0.00118,-0.01114,0.0,2.722,0.042,0.0,2.85,0.041,2.85,10.26,0.0
1.9,-0.3926,1.4319,9.8193,0.00541,0.00499,0.00421,0.0,2.75,0.042,0.0,2.865,0.041,2.865,10.31,0.0
1.91,0.0577,1.5155,10.1328,-0.00191,0.00326,-0.00741,0.0,2.779,0.042,0.0,2.88,0.041,2.88,10.37,0.0
1.92,0.3469,1.4319,9.4335,0.00501,-0.00079,-0.00112,0.0,2.808,0.043,0.0,2.895,0.041,2.895,10.42,0.0
